Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Model Prediction [-],Flow Pattern [-],Flow Pattern Shoham [-],Unified Flow Pattern [-]
Crowley et al. (1992),,0.374549328771228,0.00035,710.0,,4.77979055783472,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.793283989919131,0.00035,710.0,,4.98379451173175,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.04911847905682,0.00035,710.0,,5.64629476549263,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.799537076477588,0.00035,710.0,,5.56389992993948,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.98049321355598,0.00035,710.0,,6.1669292428866,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.69779424635855,0.00035,710.0,,0.128627353258934,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.13146167155075,0.00035,710.0,,0.123974776302894,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0171283873241138,0.00035,710.0,,0.123974776302894,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0154077585307031,0.00035,710.0,,0.131018714297745,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.33794044270869,0.00035,710.0,,1.75927338812345,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.48735210729351,0.00035,710.0,,1.91719667298918,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.838246304575192,0.00035,710.0,,6.96092038640623,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.421231725225261,0.00035,710.0,,7.0037935077589,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.372289875845224,0.00035,710.0,,6.15649219655404,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.396005437697744,0.00035,710.0,,5.41169526546463,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.161026202756093,0.00035,710.0,,5.37856803697297,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.150053182449529,0.00035,710.0,,6.19441075076781,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.150053182449529,0.00035,710.0,,7.13400375071256,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.375588809068007,0.00035,710.0,,3.23097303372107,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.148735210729351,0.00035,710.0,,2.98309213219876,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.156820306686182,0.00035,710.0,,3.23097303372107,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.78804628156699,0.00035,710.0,,1.89379660357959,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.46133894286856,0.00035,710.0,,6.00712496618234,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.46133894286856,0.00035,710.0,,6.42687717317019,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.1516027200366,0.00035,710.0,,6.54636174067275,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.08263673387405,0.00035,710.0,,6.232562849784,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0156820306686182,0.00035,710.0,,3.37287308658868,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0151382832974254,0.00035,710.0,,4.96592321450336,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.017743616633625,0.00035,710.0,,5.34564359396971,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0148735210729351,0.00035,710.0,,6.04412355018551,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0169779424635856,0.00035,710.0,,6.96092038640623,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0747417424631753,0.00035,710.0,,4.87528490103386,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0747417424631753,0.00035,710.0,,5.41169526546463,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0715164799471138,0.00035,710.0,,6.38753559568667,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0802074223268614,0.00035,710.0,,7.04693068967146,1.796e-05,14.4,0.146,4.0,0.02,Annular,Stratified,Smooth Stratified,Stratified
Al-Ruhaimani et al. (2017),Oil,0.101426372765574,0.586,884.4,Air,0.0973967461927485,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.401219952047984,0.586,884.4,Air,0.196800331930628,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.30279751395549,0.586,884.4,Air,0.196800331930628,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.101426372765574,0.586,884.4,Air,0.196800331930628,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0705808780434642,0.586,884.4,Air,0.196800331930628,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0503613998831832,0.586,884.4,Air,0.196800331930628,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.401622009375101,0.586,884.4,Air,0.495416122164936,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.302191565977935,0.586,884.4,Air,0.495416122164936,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.101426372765574,0.586,884.4,Air,0.495416122164936,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0706516062289069,0.586,884.4,Air,0.495416122164936,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0503613998831832,0.586,884.4,Air,0.495416122164936,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.401622009375101,0.586,884.4,Air,0.688913240403,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.301889046866785,0.586,884.4,Air,0.688913240403,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.101426372765574,0.586,884.4,Air,0.688913240403,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0707224052901499,0.586,884.4,Air,0.688913240403,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0502606183806953,0.586,884.4,Air,0.688913240403,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.401622009375101,0.586,884.4,Air,0.979276247584951,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.301889046866785,0.586,884.4,Air,0.979276247584951,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.101426372765574,0.586,884.4,Air,0.979276247584951,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0707224052901499,0.586,884.4,Air,0.979276247584951,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0503613998831832,0.586,884.4,Air,0.979276247584951,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.303100943429765,0.586,884.4,Air,1.97873027703719,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.401191714511028,0.586,884.4,Air,0.0702656867133967,1.835e-05,8.182,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.406385821648146,0.586,884.4,Air,0.0982510419491534,1.835e-05,8.182,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.298442270379046,0.586,884.4,Air,0.0982510419491534,1.835e-05,8.182,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.298442270379046,0.586,884.4,Air,0.0599484250318941,1.835e-05,8.182,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.298442270379046,0.586,884.4,Air,3.01250102301606,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.101294669592927,0.586,884.4,Air,2.00762221356372,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.1,0.586,884.4,Air,3.01250102301606,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0706581091302969,0.586,884.4,Air,3.01250102301606,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0499256838586894,0.586,884.4,Air,3.01250102301606,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0499256838586894,0.586,884.4,Air,1.97250974322901,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0706581091302969,0.586,884.4,Air,2.00762221356372,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0968205809707765,0.586,884.4,Air,4.09608442837273,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.067059974053774,0.586,884.4,Air,4.13225788414536,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.0477577321873587,0.586,884.4,Air,4.13225788414536,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.0973456596417234,0.586,884.4,Air,5.09186875643171,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.0675379393596039,0.586,884.4,Air,5.09186875643171,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.0481901793468854,0.586,884.4,Air,5.09186875643171,1.835e-05,8.182,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.102748850578389,0.127,884.4,Air,0.100037323340086,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.308820984741365,0.127,884.4,Air,0.194482363695852,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.518612891016296,0.127,884.4,Air,0.2924764356262,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.718974518940647,0.127,884.4,Air,0.30172795163392,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.730985533257721,0.127,884.4,Air,0.490279438414454,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.519228222645697,0.127,884.4,Air,0.490909111288621,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.310361185262151,0.127,884.4,Air,0.491857963918289,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.103556061787339,0.127,884.4,Air,0.493887938484234,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0511924431703015,0.127,884.4,Air,0.495195311300826,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.73349078373674,0.127,884.4,Air,0.677654293433985,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.521007733585819,0.127,884.4,Air,0.67852461450643,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.310789553442747,0.127,884.4,Air,0.679841308712967,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.103593165100233,0.127,884.4,Air,0.682649735316114,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0513154689200406,0.127,884.4,Air,0.684451535552596,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.735388737613464,0.127,884.4,Air,0.977950225997472,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.522355874107401,0.127,884.4,Air,0.979206221418345,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.311275752173318,0.127,884.4,Air,0.981110154835602,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.103861218978569,0.127,884.4,Air,0.985159349535714,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0513957467658407,0.127,884.4,Air,0.987763384509183,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.735983471585069,0.127,884.4,Air,1.90909241841055,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Slug,Slug,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.723278064799458,0.127,884.4,Air,0.0992639081051665,1.967e-05,7.465,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.511375032355177,0.127,884.4,Air,0.0993931247989869,1.967e-05,7.465,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.306998436899995,0.127,884.4,Air,0.0987269070682245,1.967e-05,7.465,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.512864594031091,0.127,884.4,Air,0.196692081638861,1.967e-05,7.465,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.711288687339048,0.127,884.4,Air,0.196450836107173,1.967e-05,7.465,0.0508,90.0,0.03575,Dispersed,Bubble,Bubbles,Dispersed
Al-Ruhaimani et al. (2017),Oil,0.515113665085264,0.127,884.4,Air,1.95334868449697,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.310497564340939,0.127,884.4,Air,1.95706255814761,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.104179093794078,0.127,884.4,Air,1.9650986695411,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0510235565072595,0.127,884.4,Air,1.97036926992575,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.727533215390921,0.127,884.4,Air,2.93949386581817,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.517538723644118,0.127,884.4,Air,2.94325281134685,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.309632204973001,0.127,884.4,Air,2.94893162833574,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.105793784226076,0.127,884.4,Air,2.95172559979818,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.051182408613966,0.127,884.4,Air,2.96891666193332,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.727585558607205,0.127,884.4,Air,3.93355767058842,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.518452964683579,0.127,884.4,Air,3.93856277722647,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.312635888463843,0.127,884.4,Air,3.94604516572306,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.104800673582135,0.127,884.4,Air,4.00044436579201,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.735321433623382,0.127,884.4,Air,4.98715675708338,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.520041535647986,0.127,884.4,Air,4.99364332202786,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.310847331385128,0.127,884.4,Air,5.00329527488181,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.0516034043350884,0.127,884.4,Air,3.87557312926939,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Churn,Churn,Intermittent
Al-Ruhaimani et al. (2017),Oil,0.101318104743314,0.127,884.4,Air,4.7978326627273,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Al-Ruhaimani et al. (2017),Oil,0.0509833480706926,0.127,884.4,Air,4.89405625164629,1.967e-05,7.465,0.0508,90.0,0.03575,Intermittent,Annular,Annular,Annular
Ohnuki and Akimoto (2000),Water,1.02260694492338,0.000797,995.6,Air,0.0325233387013568,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.715103546735749,0.000797,995.6,Air,0.0325233387013568,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.349694917589817,0.000797,995.6,Air,0.0332622190664134,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.69929463151585,0.000797,995.6,Air,0.0682568656235955,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.683835206662166,0.000797,995.6,Air,0.0798801780801571,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,1.02260694492338,0.000797,995.6,Air,0.106971550979879,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.683835206662166,0.000797,995.6,Air,0.109401780525636,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,1.02260694492338,0.000797,995.6,Air,0.0798801780801571,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,1.02260694492338,0.000797,995.6,Air,0.0682568656235955,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,1.02260694492338,0.000797,995.6,Air,0.200649935466115,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Undisturbed Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.18286724512024,0.000797,995.6,Air,0.0332622190664134,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.0597997032878724,0.000797,995.6,Air,0.0325233387013568,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.0611515918865362,0.000797,995.6,Air,0.0682568656235955,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.0597997032878724,0.000797,995.6,Air,0.078105735580611,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.0597997032878724,0.000797,995.6,Air,0.106971550979879,1.89e-05,1.165,0.2,90.0,0.0712,Intermittent,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.18286724512024,0.000797,995.6,Air,0.109401780525636,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.18286724512024,0.000797,995.6,Air,0.0816949331913287,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.18286724512024,0.000797,995.6,Air,0.0667406210913565,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.349694917589817,0.000797,995.6,Air,0.0667406210913565,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
Ohnuki and Akimoto (2000),Water,0.349694917589817,0.000797,995.6,Air,0.0816949331913287,1.89e-05,1.165,0.2,90.0,0.0712,Dispersed,Agitated Bubbly,Bubbles,Dispersed
